From Timestamp,E_PV_N1,E_PV_N3,E_PV_N4,E_PV_S1,E_PV_S2,E_PV_S3,E_PV_Oth
14-05-2017 20:15,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:20,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:25,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:30,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:35,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:40,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:45,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:50,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 20:55,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:00,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:05,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:10,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:15,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:20,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:25,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:30,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:35,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:40,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:45,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:50,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 21:55,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:00,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:05,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:10,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:15,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:20,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:25,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:30,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:35,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:40,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:45,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:50,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 22:55,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:00,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:05,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:10,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:15,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:20,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:25,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:30,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:35,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:40,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:45,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
14-05-2017 23:50,342256.60000000003,341315.07,311528.95,318476.57999999996,326427.02,283364.39,768941.6399999998
